Type and Variety,COLOR,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,2013 State Total,2012 State Total
Albarino ,WHITE,3.50,2.40,33.90,56.60,31.50,0.00,420.60,400.10,30.90,4.50,58.50,4.00,22.20,0.00,0.00,5.80,403.30,1477.80,1378.80
Arneis ,WHITE,27.50,0.00,125.80,1.50,0.00,0.00,19.60,11.40,1.10,0.00,0.00,0.00,0.00,0.00,0.00,16.40,0.00,203.30,216.40
Burger * ,WHITE,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3666.80,2536.60,25326.80,1716.30,0.00,0.00,1479.00,34725.50,35263.50
Chardonnay * ,WHITE,28192.70,2337.60,87883.50,31227.60,5391.10,8646.10,116539.80,55399.50,20671.80,661.60,155876.80,60610.20,97507.00,39796.40,36.50,248.30,47161.60,758188.10,735814.30
Chenin Blanc ,WHITE,162.50,0.00,27.40,108.20,1515.00,0.00,985.10,1073.60,157.60,9.20,2479.00,2690.30,27205.60,4973.60,0.00,7.10,12053.80,53448.00,58080.10
Cortese ,WHITE,5.40,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.60,0.00,17.00,16.00
Emerald Riesling ,WHITE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,355.20,0.00,0.00,0.00,355.20,665.00
Fiano ,WHITE,0.00,0.00,10.30,0.40,1.90,13.70,0.00,1.60,7.20,8.20,0.00,0.00,0.00,0.00,0.00,0.00,4.80,48.10,30.40
Flora ,WHITE,0.50,0.00,0.00,32.90,0.00,0.00,0.00,0.00,0.00,3.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.50,32.90
Folle Blanche ,WHITE,0.00,0.00,20.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.60,18.20
French Colombard ,WHITE,114.20,0.00,188.90,0.00,66.30,18.10,0.00,0.00,138.80,0.00,3273.30,11653.60,267664.20,36701.10,0.00,0.00,0.00,319818.50,311611.50
Gewurztraminer ,WHITE,1041.70,614.70,571.90,31.60,210.10,180.60,6847.90,1355.10,7.50,8.40,160.00,899.00,0.00,0.00,0.00,64.40,3853.30,15846.20,16840.90
Gray Riesling * ,WHITE,0.00,0.00,48.30,0.00,0.50,0.00,0.00,0.00,0.00,0.00,48.60,0.00,0.00,0.00,0.00,0.00,0.00,97.40,79.50
Grenache Blanc ,WHITE,1.80,6.00,41.60,32.20,22.80,8.30,47.30,690.60,14.60,27.30,83.50,0.00,1.90,0.00,0.00,19.70,0.00,997.60,1162.80
Gruner Veltliner ,WHITE,0.00,0.00,10.80,19.10,0.00,3.60,670.50,130.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.50,910.80,555.30
Kerner ,WHITE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.70,0.00,0.00,0.00,0.00,0.00,0.00,4.70,7.30
Malvasia Bianca ,WHITE,0.00,0.00,0.00,10.70,12.00,32.40,639.10,197.00,1.50,43.60,1270.50,5301.10,1353.50,0.00,0.00,6.40,0.00,8867.80,7127.60
Marsanne ,WHITE,26.20,6.30,67.00,70.90,0.00,6.90,129.60,247.80,1.30,55.10,187.70,0.00,15.30,0.00,0.00,3.90,0.00,818.00,790.50
Melon ,WHITE,0.00,0.00,16.90,0.00,0.00,0.00,0.00,2.80,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.90,19.50
Moscato Gaillo * ,WHITE,0.00,0.00,4.20,0.00,0.00,0.00,0.00,3.60,1.20,2.80,73.80,0.00,0.00,0.00,0.00,5.90,0.00,91.50,83.50
Muscat Blanc * ,WHITE,305.60,488.00,106.20,471.10,92.70,14.00,1223.10,1407.60,3.00,81.60,3204.50,3606.40,11373.80,28487.80,2.90,178.30,500.90,51547.50,36649.40
Muscat Orange ,WHITE,71.80,15.30,0.00,7.30,102.60,27.60,55.80,180.90,35.50,24.80,1117.10,939.10,769.30,0.00,0.00,5.80,5.00,3357.90,2460.80
Muscat of Alexandria ,WHITE,0.00,0.00,1.90,0.00,0.00,16.40,0.00,0.00,4262.50,97.00,402.20,5360.40,79657.60,35693.70,0.80,10.80,10.30,125513.60,78417.60
Palomino * ,WHITE,0.00,0.00,3.70,0.00,0.00,14.60,0.00,0.00,0.00,0.00,0.00,0.00,794.60,0.00,1.00,18.40,0.00,832.30,1251.10
Picpoul Blanc ,WHITE,0.70,0.00,4.90,1.30,0.00,0.60,12.80,37.80,0.30,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.10,60.80
Pinot Blanc ,WHITE,110.80,17.60,323.60,79.70,0.00,16.70,909.60,228.60,0.00,4.50,0.00,0.00,7.20,0.00,0.00,0.00,0.00,1698.30,1798.00
Pinot Gris * ,WHITE,599.80,663.00,2789.20,676.80,2998.00,1088.00,8122.60,3654.30,3107.80,156.90,49064.10,33656.50,32281.40,24357.20,1.80,104.00,15565.30,178886.70,195452.70
Ribolla Gialla * ,WHITE,0.00,0.00,4.90,26.80,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.30,26.30
Roussanne ,WHITE,109.90,71.00,93.60,71.60,0.00,18.30,59.80,725.00,11.90,108.80,82.70,0.00,8.10,0.00,0.00,86.40,0.00,1447.10,1277.00
Sauvignon Blanc ,WHITE,4240.00,13065.60,19387.60,18010.00,1011.60,1670.50,10431.90,7068.60,1201.70,630.40,23674.10,5125.50,3332.50,3281.60,7.20,152.20,15364.40,127655.40,113273.10
Sauvignon Musque ,WHITE,77.60,129.30,487.60,391.80,20.40,0.00,24.60,1.80,0.30,0.00,2.30,0.00,0.00,0.00,0.00,0.00,0.00,1135.70,952.60
Sauvignon Vert * ,WHITE,0.00,0.00,10.80,10.50,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.30,12.20
Scheurebe ,WHITE,0.00,0.00,0.00,15.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.50,17.30
Semillon ,WHITE,66.60,219.60,450.40,951.90,0.00,143.30,53.30,37.40,126.20,49.70,2037.70,1.10,876.40,0.00,3.40,2.50,1401.30,6420.80,6514.20
St. Emilion * ,WHITE,0.00,0.00,0.00,0.00,0.00,8.00,0.00,4.60,1.50,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.30,6.70
Sylvaner ,WHITE,0.00,0.00,16.60,0.00,0.00,0.00,0.00,13.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.10,26.60
Symphony ,WHITE,1.50,0.00,0.00,0.00,113.40,0.00,0.00,0.00,127.80,26.70,2676.90,19453.70,10424.90,2790.40,0.00,0.90,1096.80,36713.00,26201.70
Tocai Friulano ,WHITE,32.80,0.00,2.70,9.50,0.00,0.00,37.10,32.20,0.00,0.70,2.50,0.00,0.00,0.00,0.00,0.00,0.00,117.50,135.80
Torrontes ,WHITE,0.00,0.00,0.00,0.00,15.70,0.00,0.00,0.00,0.00,0.00,22.10,0.00,0.00,0.00,0.00,0.00,0.00,37.80,35.20
Triplett Blanc ,WHITE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1106.50,22033.80,0.00,0.00,0.00,0.00,23140.30,22981.00
Verdelho ,WHITE,0.00,0.00,0.00,8.50,108.10,11.30,4.20,66.70,3.70,51.10,1567.60,62.50,2.50,0.00,0.00,8.30,171.40,2065.90,1662.30
Vermentino * ,WHITE,0.00,3.00,39.40,4.30,0.00,0.00,3.10,77.50,20.50,29.10,211.30,0.00,0.00,0.00,0.00,47.90,0.00,436.10,557.00
Vernaccia ,WHITE,0.00,0.00,28.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.30,54.10
Viognier ,WHITE,630.10,214.60,987.10,401.20,383.50,252.30,789.60,2909.50,872.50,391.90,12299.70,5506.00,783.50,0.00,5.30,195.30,1505.30,28127.40,24159.80
White Riesling * ,WHITE,510.40,440.40,336.20,461.60,200.10,9.20,14811.30,1946.20,9.60,25.20,3808.40,10655.20,913.30,0.30,0.00,157.60,3548.20,37833.20,36927.80
Other White  1/ ,WHITE,21.40,6.20,48.00,19.10,5.10,19.40,6.90,139.10,28.60,7.60,2112.50,42.80,1963.40,902.10,6.00,1.30,15.20,5344.70,5048.70
Aglianico ,RED,1.70,0.00,25.00,3.30,0.00,0.00,0.00,39.60,8.90,22.90,3.70,3.40,0.80,0.00,0.00,11.10,6.10,126.50,212.70
Aleatico ,RED,0.00,0.00,29.20,0.40,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.80,0.00,35.60,39.40
Alicante Bouschet * ,RED,0.00,0.00,155.60,5.20,0.00,53.70,6.10,32.90,0.40,71.70,2128.70,63.80,4665.70,628.90,5.40,22.20,69.60,7909.90,8627.30
Alvarelhao ,RED,0.00,0.00,0.90,0.00,0.00,0.00,0.00,8.40,0.00,5.20,19.00,0.00,0.00,0.00,0.00,0.00,0.00,33.50,38.10
Arinarnoa ,RED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,435.10,0.00,0.00,0.00,0.00,435.30,488.00
Barbera ,RED,253.80,105.20,253.10,48.20,0.50,301.20,225.30,470.30,93.40,1570.70,2124.70,899.80,48578.60,264.70,0.00,96.00,21.70,55307.20,56274.10
Beclan ,RED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.10
Blaufraenkisch * ,RED,0.00,0.00,3.20,0.10,0.00,0.00,0.00,51.40,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.50,32.90
Cabernet Franc ,RED,93.00,579.20,1917.80,3765.70,94.30,256.50,647.50,1859.40,16.10,328.90,3495.10,2.60,76.20,455.00,9.00,223.50,88.90,13908.70,13966.80
Cabernet Sauvignon ,RED,9698.00,14120.60,44255.80,65918.80,1030.40,7434.60,36014.70,56463.50,4554.30,1777.80,145263.50,57389.40,53733.30,22990.20,49.20,833.40,2558.80,524086.30,496828.20
Carignane ,RED,1221.20,11.50,506.70,25.00,82.90,399.20,10.50,43.30,0.00,20.80,2246.60,630.80,8300.70,1622.70,0.00,2.60,0.00,15124.50,14045.50
Carmenere ,RED,3.40,0.00,9.20,7.30,0.00,5.50,5.70,9.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.20,0.00,44.90,26.80
Carmine ,RED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.80,0.00,0.00,0.00,0.00,0.00,0.00,1.50,1.00
Carnelian ,RED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3749.80,1048.50,0.00,0.00,0.00,4798.30,5037.50
Centurian ,RED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1127.80,0.00,0.00,0.00,0.00,1127.80,582.20
Charbono ,RED,24.10,1.10,2.00,131.90,14.70,14.40,0.00,22.90,0.00,19.00,2.00,2.00,59.60,0.00,0.00,5.10,0.00,298.80,321.20
Ciliegiolo ,RED,0.00,0.00,2.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.70,5.90
Cinsaut * ,RED,0.00,0.50,26.00,11.90,0.00,85.50,18.40,60.40,1.10,19.50,108.30,1.80,0.00,16.20,0.00,62.60,0.00,412.20,479.60
Colorino ,RED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,4.70
Counoise ,RED,10.30,6.40,11.20,1.10,0.00,19.50,0.90,96.40,3.00,13.80,0.00,0.00,0.70,0.00,0.00,7.50,0.00,170.80,182.30
Dolcetto ,RED,78.30,0.00,40.70,25.40,6.40,8.50,35.40,67.40,3.90,28.00,33.60,0.00,3.20,0.00,0.00,53.10,8.30,392.20,383.00
Dornfelder ,RED,0.00,0.00,26.40,0.00,0.00,0.00,3.40,3.40,84.20,0.00,83.30,1156.90,0.00,0.00,0.00,0.00,0.00,1357.60,814.20
Durif ,RED,0.00,0.00,0.00,0.00,0.00,1.10,0.00,0.00,15.50,0.00,0.00,1.90,0.00,0.00,0.00,0.00,0.00,18.50,12.60
Early Burgundy ,RED,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,1.10,0.00,0.00,0.00,0.00,0.00,0.00,1.50,6.70
Fer Servadou ,RED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.90,0.00,0.00,0.00,0.00,0.00,3.90,5.30
Freisa ,RED,0.00,0.00,6.20,0.00,0.00,0.00,0.00,3.60,0.00,6.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.60,25.00
Gamay (Napa) * ,RED,45.10,19.10,10.40,60.90,295.30,8.80,262.70,169.60,0.00,0.00,0.00,0.00,881.50,0.00,0.00,0.00,200.20,1953.60,2186.80
Gamay Beaujolais ,RED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.60
Gamay Noir Au Jus Blanc ,RED,0.00,0.00,1.90,0.00,0.00,0.00,0.00,0.00,0.00,26.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.20,16.70
Graciano ,RED,0.00,0.10,7.80,1.20,2.80,8.90,5.80,7.60,20.60,23.00,84.30,2.50,0.00,0.00,0.00,0.00,0.00,164.60,106.50
Grand Noir ,RED,0.00,0.00,0.00,1.40,0.00,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.60,1.90
Grenache * ,RED,418.10,155.60,676.70,225.00,58.70,337.00,1267.80,4137.00,1192.00,409.30,753.10,4264.60,50849.30,686.40,42.90,148.20,151.10,65772.80,65529.70
Grignolino ,RED,0.00,0.00,0.00,13.00,0.00,8.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.90,38.60
Lagrein ,RED,0.00,0.00,11.60,17.00,0.00,0.00,0.00,228.40,0.00,0.80,0.00,0.00,22.00,0.00,0.00,0.00,0.00,279.80,194.20
Malbec ,RED,249.00,639.20,2706.60,2440.90,74.00,301.20,2124.20,2083.50,486.90,196.70,8772.90,1789.50,738.50,0.00,4.70,87.30,24.10,22719.20,17908.60
Mataro * ,RED,13.70,102.20,161.30,35.40,34.90,864.80,79.20,1219.90,24.20,370.60,63.10,702.80,36.20,0.00,7.00,117.10,1.90,3834.30,3626.20
Merlot ,RED,7745.80,2083.40,18784.50,21037.70,1147.70,4357.90,37926.70,24733.60,4158.60,2279.80,95347.70,38040.60,57590.40,20838.60,41.20,392.60,9641.80,346148.60,334942.40
Meunier * ,RED,16.80,0.00,716.90,369.90,0.00,0.00,0.10,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1104.20,920.10
Mission ,RED,0.00,0.00,0.00,0.00,2.40,1.70,0.00,0.80,0.00,19.60,107.50,5.80,8515.00,105.50,13.00,0.90,0.00,8772.20,8561.70
Montepulciano ,RED,18.10,0.00,59.20,2.80,0.00,82.70,2.10,4.40,9.30,33.70,2.10,124.40,0.00,49.70,0.00,51.00,0.00,439.50,496.20
Muscat Hamburg * ,RED,0.00,0.00,4.10,0.80,1.80,12.90,1.20,1.30,0.10,27.20,9.30,398.00,199.10,0.00,0.00,0.00,0.00,655.80,381.50
Nebbiolo ,RED,27.10,0.00,21.30,15.30,0.00,23.50,0.00,260.00,6.10,52.00,0.00,0.00,167.40,0.00,0.00,8.70,17.20,598.60,542.40
Negrette * ,RED,0.00,0.00,0.00,0.00,0.00,0.20,31.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.80,22.30
Negroamaro ,RED,11.10,0.00,0.00,0.00,0.00,0.00,0.00,112.00,1.20,0.90,0.00,3.10,3.60,0.00,0.00,1.80,0.00,133.70,42.60
Nero D'Avola * ,RED,3.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,122.50,2.90,0.00,0.00,9.10,0.00,139.50,139.90
Peloursin ,RED,0.00,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.10,0.00,0.00,0.00,0.00,4.60,2.20
Petit Verdot ,RED,163.60,246.40,1120.00,2786.70,135.70,582.20,1081.00,2146.70,1035.20,120.50,5341.70,2838.10,559.40,6.00,2.40,49.20,22.50,18237.30,18010.80
Petite Sirah ,RED,2315.50,2345.30,2856.80,3483.90,721.70,2296.00,1916.20,7650.70,1491.70,923.00,27401.50,8758.40,954.70,0.00,9.20,139.30,4827.90,68091.80,66106.60
Pfeffer Cabernet ,RED,0.00,0.00,0.00,0.00,0.00,0.00,30.30,2.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.90,6.70
Pinot Noir ,RED,8736.10,264.10,54826.80,12039.00,4152.90,2344.00,56043.60,28956.40,2123.00,65.10,25695.50,24969.70,11450.10,11331.50,18.70,37.10,16637.20,259690.80,248491.00
Pinotage ,RED,32.20,0.00,17.10,1.40,0.00,1.50,0.00,0.00,0.00,15.00,27.70,0.00,0.00,0.00,0.00,4.00,0.00,98.90,104.40
Primitivo ,RED,184.20,174.00,272.30,67.60,0.00,40.20,110.30,606.20,7.90,301.80,55.50,7.10,0.00,8.20,0.00,31.50,26.40,1893.20,1806.50
Refosco * ,RED,0.00,0.00,1.80,5.40,0.00,3.10,0.00,53.90,0.00,3.90,525.00,0.00,0.00,0.00,0.00,1.00,0.00,594.10,571.10
Royalty ,RED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,40.00,624.70
Rubired * ,RED,0.00,0.00,0.00,6.40,0.00,0.00,0.00,0.00,764.00,0.00,621.20,5543.80,196417.40,52281.30,0.00,6.00,0.00,255640.10,226503.90
Ruby Cabernet ,RED,0.00,0.00,0.00,0.00,0.00,0.00,2.30,0.00,0.90,0.00,622.00,2855.10,58285.00,17159.80,0.00,8.50,0.00,78933.60,71256.50
Sagrantino ,RED,0.00,0.00,0.00,2.10,0.00,0.00,0.00,3.00,0.50,2.80,0.00,18.40,0.00,0.00,0.00,2.00,0.00,28.80,48.00
Salvador ,RED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,833.20,0.00,0.00,0.00,833.20,1071.60
Sangiovese * ,RED,459.70,28.10,1141.10,632.70,52.20,203.70,455.40,736.10,31.70,604.90,1889.90,106.60,578.30,1045.80,10.70,261.00,184.60,8422.50,9421.60
Segalin ,RED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,643.50,0.00,0.00,0.00,0.00,643.50,706.10
Souzao ,RED,6.40,3.60,4.10,0.00,0.00,6.70,28.70,21.90,0.10,18.50,302.10,2.70,264.40,0.00,0.00,0.00,0.00,659.20,615.10
Syrah * ,RED,2741.00,1186.50,4835.80,2802.50,345.50,1236.30,10421.00,19073.10,4553.80,1770.10,25554.70,12808.70,41602.20,2193.20,32.60,483.40,897.50,132537.90,132518.40
Tannat ,RED,5.80,0.00,102.30,13.50,10.90,0.90,237.60,233.90,22.50,7.30,1505.70,1839.80,0.00,9.00,0.00,7.00,4.20,4000.40,3796.30
Tempranillo * ,RED,16.20,175.80,240.70,122.40,48.60,358.40,65.30,1769.90,605.40,361.70,925.90,65.90,6685.60,61.50,6.00,161.80,79.40,11750.50,11671.10
Teroldego ,RED,0.00,0.00,4.20,0.00,0.00,105.20,57.50,100.90,16.50,19.20,500.30,0.00,0.10,0.00,0.00,0.00,25.50,829.40,660.80
Tinta Barroca ,RED,2.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,10.00,0.00,0.00,0.00,0.00,13.30,7.30
Tinta Cao ,RED,3.70,0.90,15.10,1.20,0.00,2.20,4.10,14.10,0.10,25.40,20.10,0.00,525.30,0.00,0.00,5.10,0.00,617.30,413.50
Tinta Madeira ,RED,0.00,0.90,0.30,0.00,0.00,0.00,0.00,6.80,0.20,0.00,0.00,0.00,150.30,0.00,0.00,0.00,0.00,158.50,148.10
Touriga Francesca ,RED,2.40,0.00,0.00,0.00,0.00,0.00,1.90,0.00,0.00,6.80,2.80,0.00,0.20,0.00,0.00,0.00,0.00,14.10,27.80
Touriga Nacional * ,RED,6.60,17.20,12.00,70.10,0.00,38.20,11.30,55.80,0.20,58.70,1727.40,6.20,620.60,0.00,0.00,21.90,0.00,2646.20,2576.00
Trousseau * ,RED,0.00,4.30,8.40,0.00,0.00,0.00,8.00,0.10,0.00,8.40,23.00,0.00,0.00,0.00,0.00,0.00,0.00,52.20,101.50
Zinfandel ,RED,6931.60,3040.10,20172.30,5338.40,566.40,3295.10,554.50,11595.60,10692.20,8834.80,178894.80,24473.00,152661.10,37658.20,197.10,283.90,4026.50,469215.60,448054.20
Other Red  1/ ,RED,26.80,7.20,368.70,95.50,0.00,259.40,17.30,79.00,14.30,33.20,69.80,603.00,17203.20,3435.40,6.50,5.70,1.50,22226.50,13057.60
